Code,Family,Species,Sex,Location,Total_body_length,Prosoma_length,Prosoma_width,Prosoma_height,Tibia_I_length,Fang_length
PS2S1D1,Linyphidae,Frontinellina_frutetorum,female,Iberian Pen.,4.700,1.780,1.200,_,_,_
24S,Linyphiidae,Frontiphantes_fulgurenotatus,male,Madeira,3.118,1.412,1.118,0.235,2.647,0.318
35S,Linyphiidae,Frontiphantes_fulgurenotatus,male,Madeira,2.941,_,_,_,_,_
43S,Linyphiidae,Frontiphantes_fulgurenotatus,male,Madeira,2.941,_,_,_,_,_
46S,Linyphiidae,Frontiphantes_fulgurenotatus,male,Madeira,3.118,_,_,_,_,_
46S,Linyphiidae,Frontiphantes_fulgurenotatus,male,Madeira,3.118,_,_,_,_,_
S02,Linyphiidae,Frontiphantes_fulgurenotatus,female,Madeira,2.647,_,_,_,_,_
S04,Linyphiidae,Frontiphantes_fulgurenotatus,female,Madeira,3.588,1.647,1.412,0.353,2.471,0.303
S04,Linyphiidae,Frontiphantes_fulgurenotatus,female,Madeira,4.824,_,_,_,_,_
S04,Linyphiidae,Frontiphantes_fulgurenotatus,female,Madeira,2.941,_,_,_,_,_
S04,Linyphiidae,Frontiphantes_fulgurenotatus,female,Madeira,3.647,_,_,_,_,_
S01,Linyphiidae,Frontiphantes_n._sp._148,male,Madeira,2.500,1.045,0.818,0.227,1.818,0.303
S01,Linyphiidae,Frontiphantes_n._sp._148,female,Madeira,3.636,1.41,1.136,0.364,2.000,0.303
PP4S1N2,Araneidae,Gibbaranea_bituberculata,male,Iberian Pen.,4.882,2.529,2.353,0.647,2.176,0.409
PP4S1N2,Araneidae,Gibbaranea_bituberculata,female,Iberian Pen.,6.118,2.412,2.235,0.706,2.059,0.568
PP2S1D1,Araneidae,Gibbaranea_bituberculata,female,Iberian Pen.,6.000,2.471,2.176,0.647,2.118,0.545
PP2S2D1,Araneidae,Gibbaranea_bituberculata,female,Iberian Pen.,6.000,2.529,2.353,0.765,2.118,0.568
PP4S2D1,Araneidae,Gibbaranea_bituberculata,female,Iberian Pen.,6.588,2.588,2.412,0.706,2.176,0.636
PP4A1N1,Araneidae,Gibbaranea_bituberculata,female,Iberian Pen.,7.529,3.059,2.706,0.706,2.647,0.750
PC4A2N1,Araneidae,Gibbaranea_gibbosa,male,Iberian Pen.,4.955,2.455,2.136,0.682,2.864,0.364
PO1B1N2,Araneidae,Gibbaranea_gibbosa,male,Iberian Pen.,4.136,2.000,1.864,0.545,2.591,0.348
PS1A2N2,Araneidae,Gibbaranea_gibbosa,male,Iberian Pen.,4.682,2.136,1.864,0.636,2.636,0.364
PS1A2N1,Araneidae,Gibbaranea_gibbosa,male,Iberian Pen.,4.227,2.045,1.727,0.591,2.045,0.333
PM2A1N1,Araneidae,Gibbaranea_gibbosa,female,Iberian Pen.,5.409,2.227,1.909,0.636,2.227,0.485
PC4A2N1,Araneidae,Gibbaranea_gibbosa,female,Iberian Pen.,5.864,2.273,2.227,0.682,2.364,0.394
PO2B1D1,Araneidae,Gibbaranea_gibbosa,female,Iberian Pen.,5.227,2.136,1.864,0.591,2.091,0.439
PP1A1N2,Araneidae,Gibbaranea_gibbosa,female,Iberian Pen.,5.727,2.182,2.000,0.545,2.045,0.379
PS1A1N2,Araneidae,Gibbaranea_gibbosa,female,Iberian Pen.,5.545,1.909,1.773,0.500,1.864,0.424
134,Araneidae,Gibbaranea_occidentalis,male,Azores,4.706,2.176,1.647,0.529,2.706,0.288
134,Araneidae,Gibbaranea_occidentalis,male,Azores,4.824,2.118,1.706,0.529,2.882,0.318
134,Araneidae,Gibbaranea_occidentalis,male,Azores,5.471,2.471,1.882,0.647,3.176,0.379
134,Araneidae,Gibbaranea_occidentalis,male,Azores,4.647,2.176,1.647,0.588,2.882,0.333
134,Araneidae,Gibbaranea_occidentalis,male,Azores,4.588,2.118,1.824,0.471,2.412,0.288
134,Araneidae,Gibbaranea_occidentalis,female,Azores,7.235,2.941,2.235,0.647,3.000,0.515
134,Araneidae,Gibbaranea_occidentalis,female,Azores,6.353,2.941,2.294,0.647,2.941,0.530
134,Araneidae,Gibbaranea_occidentalis,female,Azores,6.176,2.706,2.118,0.588,2.765,0.439
134,Araneidae,Gibbaranea_occidentalis,female,Azores,5.294,2.529,2.059,0.529,2.529,0.424
134,Araneidae,Gibbaranea_occidentalis,female,Azores,7.765,3.118,2.529,0.647,3.176,0.545
3109,Araneidae,Gibbaranea_tenerifensis,female,Canary Is.,7.214,2.929,2.357,0.643,2.500,0.676
PP2PL,Linyphidae,Gonatium_rubens,female,Iberian Pen.,2.730,1.200,0.840,0.450,0.900,0.280
PP3PJ,Linyphidae,Gonatium_rubens,female,Iberian Pen.,2.790,1.160,1.000,0.490,0.870,0.240
PP4PE,Linyphidae,Gonatium_rubens,female,Iberian Pen.,2.870,1.070,0.970,_,_,_
PO1PD,Linyphidae,Gongylidiellum_murcidum,male,Iberian Pen.,_,0.740,0.610,_,_,_
PO1PL,Linyphidae,Gongylidiellum_murcidum,male,Iberian Pen.,_,0.680,0.640,0.290,0.480,0.150
PO2A2N1,Hahniidae,Hahnia_helveola,female,Iberian Pen.,"1,44*",_,_,_,_,_
PP1PE,Hahniidae,Hahnia_helveola,female,Iberian Pen.,2.050,0.920,0.670,0.680,0.450,0.230
S01,Hahniidae,Hahnia_insulana,female,Madeira,3.037,1.074,0.815,0.222,0.778,0.303
PP1G2D1,Hahniidae,Hahnia_nava,male,Iberian Pen.,_,_,_,_,_,_
PO1PC,Hahniidae,Hahnia_nava,male,Iberian Pen.,1.340,_,_,_,_,_
PO2PA,Hahniidae,Hahnia_nava,male,Iberian Pen.,"1,5*",_,_,_,_,_
PO2PB,Hahniidae,Hahnia_nava,male,Iberian Pen.,1.420,0.670,0.520,0.420,0.370,0.220
PO2PB,Hahniidae,Hahnia_nava,male,Iberian Pen.,1.740,_,_,_,_,_
PP4PE,Hahniidae,Hahnia_ononidum,male,Iberian Pen.,1.730,0.830,0.630,0.500,0.350,0.170
PP4PL,Hahniidae,Hahnia_ononidum,male,Iberian Pen.,1.800,_,_,_,_,_
PP4PA,Hahniidae,Hahnia_ononidum,male,Iberian Pen.,1.640,_,_,_,_,_
PP4PA,Hahniidae,Hahnia_ononidum,male,Iberian Pen.,_,_,_,_,_,_
PP4PA,Hahniidae,Hahnia_ononidum,male,Iberian Pen.,1.630,_,_,_,_,_
PA1PB,Hahniidae,Hahnia_ononidum,female,Iberian Pen.,1.720,_,_,_,_,_
PA1PC,Hahniidae,Hahnia_ononidum,female,Iberian Pen.,1.800,0.900,0.670,0.500,0.380,0.180
PA1PG,Hahniidae,Hahnia_ononidum,female,Iberian Pen.,_,_,_,_,_,_
PP4PG,Hahniidae,Hahnia_ononidum,female,Iberian Pen.,2.250,_,_,_,_,_
PA1PB,Hahniidae,Hahnia_petrobia,female,Iberian Pen.,2.750,1.150,0.850,0.720,0.500,0.260
PP3PH,Gnaphosidae,Haplodrassus_dalmatensis,female,Iberian Pen.,4.050,2.000,1.400,1.200,1.080,0.370
PS1PL,Gnaphosidae,Haplodrassus_macellinus,male,Iberian Pen.,6.320,_,_,_,_,_
PS1PF,Gnaphosidae,Haplodrassus_macellinus,male,Iberian Pen.,5.160,_,_,_,_,_
PS1PE,Gnaphosidae,Haplodrassus_macellinus,male,Iberian Pen.,5.380,2.840,2.080,1.400,1.530,0.630
PS2PE,Gnaphosidae,Haplodrassus_macellinus,male,Iberian Pen.,4.970,_,_,_,_,_
PS2PJ,Gnaphosidae,Haplodrassus_macellinus,male,Iberian Pen.,5.630,_,_,_,_,_
PS1PL,Gnaphosidae,Haplodrassus_macellinus,female,Iberian Pen.,7.920,3.320,2.470,2.000,1.500,0.700
PP4PD,Gnaphosidae,Haplodrassus_signifer,male,Iberian Pen.,5.440,_,_,_,_,_
PP2PC,Gnaphosidae,Haplodrassus_signifer,male,Iberian Pen.,5.520,2.720,2.050,1.380,1.450,0.570
PA1PA,Gnaphosidae,Haplodrassus_signifer,male,Iberian Pen.,7.040,_,_,_,_,_
PA1PH,Gnaphosidae,Haplodrassus_signifer,male,Iberian Pen.,5.760,_,_,_,_,_
PA2PF,Gnaphosidae,Haplodrassus_signifer,male,Iberian Pen.,5.440,_,_,_,_,_
PP4PA,Gnaphosidae,Haplodrassus_signifer,female,Iberian Pen.,6.900,_,_,_,_,_
PA2PJ,Gnaphosidae,Haplodrassus_signifer,female,Iberian Pen.,8.900,_,_,_,_,_
PA2PH,Gnaphosidae,Haplodrassus_signifer,female,Iberian Pen.,8.670,_,_,_,_,_
PA1A1N2,Gnaphosidae,Haplodrassus_signifer,female,Iberian Pen.,7.840,_,_,_,_,_
PA2PG,Gnaphosidae,Haplodrassus_signifer,female,Iberian Pen.,8.600,3.520,2.500,1.720,1.380,0.730
PP4PL,Gnaphosidae,Haplodrassus_silvestris,male,Iberian Pen.,6.320,_,_,_,_,_
PA2PG,Gnaphosidae,Haplodrassus_silvestris,male,Iberian Pen.,6.920,_,_,_,_,_
PA2PH,Gnaphosidae,Haplodrassus_silvestris,male,Iberian Pen.,7.240,_,_,_,_,_
PP1PJ,Gnaphosidae,Haplodrassus_silvestris,male,Iberian Pen.,7.040,_,_,_,_,_
PP1PK,Gnaphosidae,Haplodrassus_silvestris,male,Iberian Pen.,7.040,3.440,2.720,1.980,1.640,0.680
PA2PI,Gnaphosidae,Haplodrassus_silvestris,female,Iberian Pen.,7.200,3.130,2.430,1.520,1.760,0.630
PA2PC,Gnaphosidae,Haplodrassus_silvestris,female,Iberian Pen.,"6,4*",_,_,_,_,_
PP4PG,Gnaphosidae,Haplodrassus_silvestris,female,Iberian Pen.,6.240,_,_,_,_,_
PP4PL,Gnaphosidae,Haplodrassus_silvestris,female,Iberian Pen.,7.840,_,_,_,_,_
PP2PG,Gnaphosidae,Haplodrassus_silvestris,female,Iberian Pen.,8.000,_,_,_,_,_
PA1PK,Gnaphosidae,Haplodrassus_umbratilis,male,Iberian Pen.,4.310,2.050,1.620,0.900,1.050,0.370
PA2PL,Gnaphosidae,Haplodrassus_umbratilis,male,Iberian Pen.,0.000,_,_,_,_,_
PA2PG,Gnaphosidae,Haplodrassus_umbratilis,male,Iberian Pen.,4.280,_,_,_,_,_
PA1PJ,Gnaphosidae,Haplodrassus_umbratilis,male,Iberian Pen.,4.910,_,_,_,_,_
PA1PD,Gnaphosidae,Haplodrassus_umbratilis,male,Iberian Pen.,3.880,_,_,_,_,_
PA1PG,Gnaphosidae,Haplodrassus_umbratilis,female,Iberian Pen.,4.880,_,_,_,_,_
PA1PJ,Gnaphosidae,Haplodrassus_umbratilis,female,Iberian Pen.,4.810,_,_,_,_,_
PA2PE,Gnaphosidae,Haplodrassus_umbratilis,female,Iberian Pen.,4.690,_,_,_,_,_
PA2PG,Gnaphosidae,Haplodrassus_umbratilis,female,Iberian Pen.,4.750,2.250,1.850,1.340,1.050,0.470
PA1PL,Gnaphosidae,Haplodrassus_umbratilis,female,Iberian Pen.,4.560,_,_,_,_,_
PC1PD,Dysderidae,Harpactea_Dysderidae16,male,Iberian Pen.,3.780,1.580,1.100,_,_,_
PC3PL,Dysderidae,Harpactea_Dysderidae16,male,Iberian Pen.,3.750,1.470,1.070,_,_,_
PC4PJ,Dysderidae,Harpactea_Dysderidae16,male,Iberian Pen.,3.680,1.540,1.060,0.430,1.150,0.330
PS2PA,Dysderidae,Harpactea_Dysderidae16,male,Iberian Pen.,3.550,1.590,0.950,_,_,_
PS2PK,Dysderidae,Harpactea_Dysderidae16,male,Iberian Pen.,3.970,1.630,1.130,_,_,_
PC1PE,Dysderidae,Harpactea_Dysderidae16,female,Iberian Pen.,4.830,1.670,1.180,_,_,_
PC1PI,Dysderidae,Harpactea_Dysderidae16,female,Iberian Pen.,4.230,1.530,1.080,0.370,0.940,0.300
PC1PJ,Dysderidae,Harpactea_Dysderidae16,female,Iberian Pen.,3.340,1.280,0.920,_,_,_
PC1PK,Dysderidae,Harpactea_Dysderidae16,female,Iberian Pen.,3.630,1.460,1.050,_,_,_
PS2PD,Dysderidae,Harpactea_Dysderidae16,female,Iberian Pen.,4.530,1.550,1.120,_,_,_
PM1PI,Dysderidae,Harpactea_Dysderidae21,female,Iberian Pen.,5.120,1.990,1.530,0.690,1.410,0.460
PS1PE,Dysderidae,Harpactea_Dysderidae43,female,Iberian Pen.,3.790,1.540,1.130,0.410,0.990,0.270
PM2PC,Dysderidae,Harpactea_fageli,male,Iberian Pen.,5.500,2.290,1.620,_,_,_
PM2PF,Dysderidae,Harpactea_fageli,male,Iberian Pen.,5.330,2.180,1.560,0.600,1.880,0.430
PM2PH,Dysderidae,Harpactea_fageli,female,Iberian Pen.,_,2.260,1.620,0.690,_,0.440
PA2PD,Dysderidae,Harpactea_hombergi,male,Iberian Pen.,4.560,1.890,1.360,_,_,_
PO1A2N2,Dysderidae,Harpactea_hombergi,male,Iberian Pen.,4.220,1.790,1.280,_,_,_
PO2A1N2,Dysderidae,Harpactea_hombergi,male,Iberian Pen.,6.090,2.220,1.520,_,_,_
PP2PD,Dysderidae,Harpactea_hombergi,male,Iberian Pen.,5.590,2.140,1.440,0.630,2.050,0.370
PP3A1N1,Dysderidae,Harpactea_hombergi,male,Iberian Pen.,5.350,2.030,1.430,_,_,_
PA1G2N1,Dysderidae,Harpactea_hombergi,female,Iberian Pen.,5.110,1.870,1.360,_,_,_
PA2PB,Dysderidae,Harpactea_hombergi,female,Iberian Pen.,5.470,1.940,1.330,_,_,_
PP1A1N2,Dysderidae,Harpactea_hombergi,female,Iberian Pen.,5.160,1.930,1.390,_,_,_
PP2PC,Dysderidae,Harpactea_hombergi,female,Iberian Pen.,4.510,1.810,1.270,0.490,1.120,0.320
PP3A2N1,Dysderidae,Harpactea_hombergi,female,Iberian Pen.,6.590,2.360,1.690,_,_,_
PP3PJ,Dysderidae,Harpactocrates_Dysderidae10,male,Iberian Pen.,8.740,3.770,3.160,_,_,_
PP3PK,Dysderidae,Harpactocrates_Dysderidae10,male,Iberian Pen.,8.010,4.000,3.140,0.990,2.560,0.940
PP3PK,Dysderidae,Harpactocrates_Dysderidae10,male,Iberian Pen.,8.180,3.910,3.210,_,_,_
PP1PD,Dysderidae,Harpactocrates_Dysderidae10,female,Iberian Pen.,8.920,3.970,3.060,1.020,2.180,0.800
PP3A1N2,Dysderidae,Harpactocrates_Dysderidae10,female,Iberian Pen.,8.780,3.250,2.460,1.130,1.840,0.770
PA1A1N1,Salticidae,Heliophanus_cupreus,male,Iberian Pen.,_,1.870,1.310,_,_,_
PC1S2D1,Salticidae,Heliophanus_cupreus,male,Iberian Pen.,3.810,1.810,1.320,_,_,_
PP2S1D1,Salticidae,Heliophanus_cupreus,male,Iberian Pen.,4.160,2.120,1.540,_,_,_
PP3S1D1,Salticidae,Heliophanus_cupreus,male,Iberian Pen.,3.450,1.740,1.310,_,_,_
PS2PE,Salticidae,Heliophanus_cupreus,male,Iberian Pen.,4.290,2.110,1.530,0.850,0.920,1.710
PA1B1N2,Salticidae,Heliophanus_cupreus,female,Iberian Pen.,5.070,2.000,1.460,_,_,_
PC1B1N2,Salticidae,Heliophanus_cupreus,female,Iberian Pen.,5.500,2.160,1.580,_,_,_
PO1B1D1,Salticidae,Heliophanus_cupreus,female,Iberian Pen.,5.690,2.110,1.500,0.890,0.680,0.310
PP2B1D1,Salticidae,Heliophanus_cupreus,female,Iberian Pen.,4.470,1.950,1.400,_,_,_
PS1S1D1,Salticidae,Heliophanus_cupreus,female,Iberian Pen.,4.800,1.950,1.380,_,_,_
PM1S2D1,Salticidae,Heliophanus_Salticidae24,female,Iberian Pen.,4.130,1.990,1.480,_,_,_
PM2B1N2,Salticidae,Heliophanus_Salticidae24,female,Iberian Pen.,5.290,1.890,1.410,0.850,0.550,0.260
PP4B1D1,Salticidae,Heliophanus_tribulosus,female,Iberian Pen.,5.520,2.440,1.830,1.180,0.710,0.370
PS1S2D1,Thomisidae,Heriaeus_oblongus,male,Iberian Pen.,4.440,2.040,1.910,0.860,3.810,0.210
PS1A1N1,Thomisidae,Heriaeus_oblongus,female,Iberian Pen.,5.440,2.660,2.510,0.680,3.080,0.290
PS1A1N2,Thomisidae,Heriaeus_oblongus,female,Iberian Pen.,8.690,3.000,2.830,_,_,_
PO2B1N2,Theridiidae,Heterotheridion_nigrovariegatum,male,Iberian Pen.,2.520,0.910,0.910,_,_,_
PO2S1N2,Theridiidae,Heterotheridion_nigrovariegatum,male,Iberian Pen.,2.570,1.110,1.050,0.340,2.240,0.150
PS2A1N1,Theridiidae,Heterotheridion_nigrovariegatum,male,Iberian Pen.,2.410,1.050,0.980,_,_,_
PS2A1N2,Theridiidae,Heterotheridion_nigrovariegatum,male,Iberian Pen.,2.510,1.120,1.060,_,_,_
PS2A2N1,Theridiidae,Heterotheridion_nigrovariegatum,male,Iberian Pen.,2.510,1.130,1.060,_,_,_
PO2B1N2,Theridiidae,Heterotheridion_nigrovariegatum,female,Iberian Pen.,2.410,0.900,0.890,_,_,_
PO2S2D1,Theridiidae,Heterotheridion_nigrovariegatum,female,Iberian Pen.,2.600,1.030,0.930,0.290,_,_
PS1A2N2,Theridiidae,Heterotheridion_nigrovariegatum,female,Iberian Pen.,2.530,1.000,0.900,_,_,_
PS1B1D1,Theridiidae,Heterotheridion_nigrovariegatum,female,Iberian Pen.,2.950,1.040,0.980,0.360,1.490,0.160
PS2S2D1,Theridiidae,Heterotheridion_nigrovariegatum,female,Iberian Pen.,2.910,1.150,1.030,_,_,_
S01,Lycosidae,Hogna_nonannulata,female,Madeira,12.442,_,_,_,_,_
S01,Lycosidae,Hogna_nonannulata,female,Madeira,13.953,3.837,2.907,1.512,5.000,0.424
PS1A2N1,Pholcidae,Holocnemus_caudatus,female,Iberian Pen.,"3,63*",1.120,1.080,0.670,_,_
PM1A2N1,Pholcidae,Holocnemus_hispanicus,male,Iberian Pen.,"4,31*",_,_,_,_,_
PM2PC,Pholcidae,Holocnemus_hispanicus,male,Iberian Pen.,4.100,1.170,1.200,0.880,2.090,0.150
PO2S1N2,Araneidae,Hypsosinga_sanguinea,female,Iberian Pen.,3.222,1.185,1.148,0.407,0.926,0.212
3099,Uloboridae,Hyptiotes_flavidus,male,Canary Is.,2.000,0.963,0.963,0.593,_,0.091
S02,Uloboridae,Hyptiotes_flavidus,male,Madeira,3.000,_,_,_,_,_
S02,Uloboridae,Hyptiotes_flavidus,male,Madeira,2.773,_,_,_,_,_
S02,Uloboridae,Hyptiotes_flavidus,male,Madeira,2.909,_,_,_,_,_
S02,Uloboridae,Hyptiotes_flavidus,male,Madeira,2.682,_,_,_,_,_
PC2B2D1,Uloboridae,Hyptiotes_flavidus,female,Iberian Pen.,2.910,1.100,0.930,_,_,_
PM2B1D1,Uloboridae,Hyptiotes_flavidus,female,Iberian Pen.,3.390,1.010,1.100,0.500,0.710,0.210
S02,Uloboridae,Hyptiotes_flavidus,female,Madeira,4.409,_,_,_,_,_
S02,Uloboridae,Hyptiotes_flavidus,female,Madeira,4.227,_,_,_,_,_
S02,Uloboridae,Hyptiotes_flavidus,female,Madeira,4.182,_,_,_,_,_
S02,Uloboridae,Hyptiotes_flavidus,female,Madeira,3.636,_,_,_,_,_
3102,Uloboridae,Hyptiotes_flavidus,female,Canary Is.,3.667,1.111,1.074,0.444,_,0.136
PM1PG,Salticidae,Iberattus_semiglabratus,male,Iberian Pen.,4.900,2.380,1.760,_,_,_
PP1G2D1,Salticidae,Iberattus_semiglabratus,female,Iberian Pen.,4.700,2.350,1.610,0.970,0.690,0.310
PP2S1D1,Salticidae,Iberattus_semiglabratus,female,Iberian Pen.,6.470,2.340,1.710,_,_,_
PO1PI,Hahniidae,Iberina_montana,female,Iberian Pen.,1.600,0.750,0.570,0.450,0.380,0.130
PC3A1N1,Salticidae,Icius_hamatus,male,Iberian Pen.,4.340,2.100,1.600,0.970,1.140,0.420
PM1S1N2,Salticidae,Icius_hamatus,male,Iberian Pen.,4.340,2.030,1.590,_,_,_
PC3S1D1,Salticidae,Icius_hamatus,female,Iberian Pen.,5.320,2.260,1.630,_,_,_
PC3S2D1,Salticidae,Icius_hamatus,female,Iberian Pen.,6.240,2.520,1.840,1.000,0.860,0.440
PM1A1N2,Salticidae,Icius_hamatus,female,Iberian Pen.,4.730,2.140,1.640,_,_,_
PM1B1D1,Salticidae,Icius_hamatus,female,Iberian Pen.,6.740,2.200,1.720,_,_,_
PM1B2D1,Salticidae,Icius_hamatus,female,Iberian Pen.,4.690,2.410,1.800,_,_,_
14190,Linyphiidae,Improphantes_furcabilis,male,Canary Is.,1.440,_,_,_,_,_
13104B,Linyphiidae,Improphantes_furcabilis,male,Canary Is.,1.410,0.590,0.520,0.110,0.670,0.120
11559,Linyphiidae,Improphantes_furcabilis,male,Canary Is.,1.260,_,_,_,_,_
14382B,Linyphiidae,Improphantes_furcabilis,male,Canary Is.,1.300,_,_,_,_,_
13036,Linyphiidae,Improphantes_furcabilis,female,Canary Is.,1.330,_,_,_,_,_
13104B,Linyphiidae,Improphantes_furcabilis,female,Canary Is.,1.520,_,_,_,_,_
13197B,Linyphiidae,Improphantes_furcabilis,female,Canary Is.,1.520,0.670,0.480,0.150,0.670,0.140
2952,Linyphiidae,Improphantes_multidentatus,male,Canary Is.,1.481,0.667,0.556,0.235,0.889,0.121
2952,Linyphiidae,Improphantes_multidentatus,male,Canary Is.,1.593,0.667,0.556,0.235,0.889,0.121
2952,Linyphiidae,Improphantes_multidentatus,male,Canary Is.,1.481,0.630,0.519,0.235,0.852,0.106
2952,Linyphiidae,Improphantes_multidentatus,male,Canary Is.,1.444,0.630,0.556,0.235,0.889,0.106
2952,Linyphiidae,Improphantes_multidentatus,male,Canary Is.,1.370,0.593,0.519,0.206,0.815,0.106
2051,Linyphiidae,Improphantes_multidentatus,female,Canary Is.,2.037,0.630,0.519,0.235,0.778,0.121
2136,Linyphiidae,Improphantes_multidentatus,female,Canary Is.,1.741,0.667,0.519,0.235,0.778,0.106
2136,Linyphiidae,Improphantes_multidentatus,female,Canary Is.,1.778,0.630,0.519,0.176,0.778,0.106
2341,Linyphiidae,Improphantes_multidentatus,female,Canary Is.,1.815,0.704,0.519,0.265,0.704,0.121
2359,Linyphiidae,Improphantes_multidentatus,female,Canary Is.,1.704,0.667,0.556,0.235,0.667,0.106
PC3A2N1,Theridiidae,Kochiura_aulica,male,Iberian Pen.,2.570,1.110,0.940,0.270,1.660,0.220
5433,Theridiidae,Kochiura_aulica,male,Canary Is.,3.060,1.350,1.180,0.290,2.710,0.260
5493,Theridiidae,Kochiura_aulica,male,Canary Is.,2.820,_,_,_,_,_
5820,Theridiidae,Kochiura_aulica,male,Canary Is.,3.530,_,_,_,_,_
PC3B1N1,Theridiidae,Kochiura_aulica,female,Iberian Pen.,3.020,1.030,0.840,0.350,0.970,0.190
PP2A1N1,Linyphidae,Labulla_flahaulti,female,Iberian Pen.,4.750,1.980,1.570,0.700,2.870,0.360
PP3A1N2,Linyphidae,Labulla_flahaulti,female,Iberian Pen.,4.170,1.730,1.420,_,_,_
PP4A2N1,Linyphidae,Labulla_flahaulti,female,Iberian Pen.,4.800,2.010,1.650,0.660,_,0.430
PC2A2N2,Araneidae,Larinioides_sclopetarius,female,Iberian Pen.,9.636,3.545,3.364,0.909,4.455,0.882
PC2A1N2,Araneidae,Larinioides_sclopetarius,female,Iberian Pen.,10.273,3.909,3.545,1.273,4.909,0.794
PC2A1N2,Araneidae,Larinioides_sclopetarius,female,Iberian Pen.,9.000,3.091,3.091,0.909,4.000,0.794
PM1A1N1,Theridiidae,Lasaeola_convexa,male,Iberian Pen.,1.770,0.710,0.630,_,_,_
PM1A2N1,Theridiidae,Lasaeola_convexa,male,Iberian Pen.,1.700,0.770,0.660,_,_,_
PM1B2D1,Theridiidae,Lasaeola_convexa,male,Iberian Pen.,_,0.760,0.660,_,_,_
PM2A1N2,Theridiidae,Lasaeola_convexa,male,Iberian Pen.,1.700,0.750,0.700,_,_,_
PM2A2N1,Theridiidae,Lasaeola_convexa,male,Iberian Pen.,1.670,0.720,0.640,0.590,0.310,0.110
PM1A2N1,Theridiidae,Lasaeola_convexa,female,Iberian Pen.,_,0.790,0.660,_,_,_
PM1A2N1,Theridiidae,Lasaeola_convexa,female,Iberian Pen.,2.480,0.800,0.720,_,_,_
PM2B1N2,Theridiidae,Lasaeola_convexa,female,Iberian Pen.,2.560,0.820,0.710,0.470,0.470,0.110
208,Theridiidae,Lasaeola_oceanica,male,Azores,1.614,0.682,0.636,0.295,0.545,0.121
208,Theridiidae,Lasaeola_oceanica,male,Azores,1.614,0.659,0.614,0.295,0.545,0.106
208,Theridiidae,Lasaeola_oceanica,male,Azores,1.114,0.500,0.705,0.295,_,0.106
208,Theridiidae,Lasaeola_oceanica,male,Azores,1.591,0.682,0.659,0.364,0.545,0.121
208,Theridiidae,Lasaeola_oceanica,male,Azores,1.705,0.705,0.659,0.386,0.545,0.121
208,Theridiidae,Lasaeola_oceanica,female,Azores,1.591,0.591,0.591,0.273,0.455,0.091
208,Theridiidae,Lasaeola_oceanica,female,Azores,1.591,0.636,0.636,0.273,0.455,0.121
208,Theridiidae,Lasaeola_oceanica,female,Azores,1.659,0.614,0.614,0.250,0.432,0.091
208,Theridiidae,Lasaeola_oceanica,female,Azores,1.909,0.659,0.659,0.341,0.477,0.136
208,Theridiidae,Lasaeola_oceanica,female,Azores,1.591,0.614,0.614,0.318,0.455,0.121
PC3A2N1,Theridiidae,Lasaeola_Theridiidae23,male,Iberian Pen.,1.420,0.580,0.530,_,_,_
PM2A1N2,Theridiidae,Lasaeola_Theridiidae23,male,Iberian Pen.,1.530,0.550,0.610,0.400,0.530,0.090
PM2A1N2,Theridiidae,Lasaeola_Theridiidae23,male,Iberian Pen.,1.420,0.600,0.560,_,_,_
PO2A2N1,Theridiidae,Lasaeola_Theridiidae23,male,Iberian Pen.,1.250,0.600,0.530,0.340,0.510,_
PO2A2N1,Theridiidae,Lasaeola_Theridiidae23,male,Iberian Pen.,_,0.570,0.520,_,_,_
PM1A2N1,Theridiidae,Lasaeola_Theridiidae23,female,Iberian Pen.,1.790,0.830,0.710,0.250,0.720,0.110
PM1A2N1,Theridiidae,Lasaeola_Theridiidae23,female,Iberian Pen.,_,0.830,0.730,_,_,_
PM2A1N2,Theridiidae,Lasaeola_Theridiidae23,female,Iberian Pen.,2.180,0.840,0.740,_,_,_
PM2A2N1,Theridiidae,Lasaeola_Theridiidae23,female,Iberian Pen.,2.010,0.800,0.750,_,_,_
PM2A2N1,Theridiidae,Lasaeola_Theridiidae23,female,Iberian Pen.,2.000,0.800,0.780,_,_,_
PC2B1N2,Theridiidae,Lasaeola_Theridiidae36,female,Iberian Pen.,1.690,0.670,0.580,0.350,0.330,0.110
PC4A2N1,Theridiidae,Lasaeola_Theridiidae36,female,Iberian Pen.,1.520,0.650,0.590,_,_,_
PC2B1D1,Theridiidae,Lasaeola_tristis,male,Iberian Pen.,1.640,0.770,0.670,_,_,_
PC2B1N1,Theridiidae,Lasaeola_tristis,male,Iberian Pen.,1.700,0.720,0.630,0.400,0.510,0.100
PM1A2N2,Theridiidae,Lasaeola_tristis,male,Iberian Pen.,1.870,0.830,0.670,_,_,_
PO2A2N2,Theridiidae,Lasaeola_tristis,male,Iberian Pen.,2.870,0.980,0.780,_,_,_
PP4B2D1,Theridiidae,Lasaeola_tristis,male,Iberian Pen.,1.530,0.690,0.570,_,_,_
PC4B1N2,Theridiidae,Lasaeola_tristis,female,Iberian Pen.,2.790,0.900,0.810,_,_,_
PM1A1N2,Theridiidae,Lasaeola_tristis,female,Iberian Pen.,2.890,1.040,0.830,_,_,_
PO2A2N1,Theridiidae,Lasaeola_tristis,female,Iberian Pen.,3.010,0.940,0.780,0.460,0.470,0.100
